picname	A (area)	L (length)	W (width)	P (perimeter)	stock (large)	stock (NS)	circularity (P^2/A)		roundness (4A/?L^2)		Ellipticity (L-W)/(L+W)		Form factor (4?A/P^2)		Rectangularity (A/LW)		
	2098.337645	7.0591133	3.354679803	2852.748931			3878.392252		53.61486116		0.355723746		0.003240098		88.60824718		
	0.000582397	0.0591133	0.019704433	0.134550288			31.08494467		0.212206591		0.5		0.404259063		0.5		
	37.45756995	10.48275862	4.985221675	30.16043971			24.28486751		0.434008811		0.355414013		0.517456832		0.716769536		
	44.66046252	11.83743842	5.532019704	37.35593014			31.24610535		0.405805444		0.363017584		0.402173982		0.681995902		
	41.80951977	11.03448276	5.561576355	33.15534974			26.29251		0.437201192		0.329771446		0.477944883		0.681279459		
	44.60373947	11.5862069	5.586206897	35.03799321			27.52372296		0.423056946		0.34939759		0.456565074		0.689148753		
	48.65318256	12.33497537	5.75862069	37.8713859			29.47889109		0.407140963		0.363463109		0.426283695		0.684943099		
	39.21946662	11.16256158	5.330049261	33.6074062			28.79839653		0.400759722		0.353643967		0.436356608		0.659183902		
	33.46969109	10.28571429	4.812807882	29.79036208			26.51550235		0.402803198		0.362479608		0.473925421		0.676112121		
	39.65668907	11.09359606	5.280788177	33.43954355			28.19708601		0.410281443		0.354993983		0.445662031		0.676932486		
	45.58492077	11.75862069	5.566502463	36.87479152			29.82894841		0.419776924		0.357406881		0.421281047		0.696437933		
	35.96719163	9.911330049	4.990147783	31.28216292			27.20739853		0.466179069		0.330247934		0.461873288		0.727212245		
	38.47832998	10.43842365	5.088669951	31.67761675			26.07887098		0.449631258		0.344543147		0.481860224		0.724397616		
	45.07812614	11.41871921	5.684729064	36.858213			30.13718586		0.440191027		0.335253456		0.416972264		0.694446334		
	38.39390667	10.34482759	5.359605911	32.20130472			27.0075154		0.456799805		0.317440402		0.465291621		0.692478335		
	29.03193477	9.330049261	4.54679803	26.98860596			25.08909094		0.424637383		0.344692936		0.500869906		0.684362776		
	1705.770256	5.527093596	3.054187192	2859.855312			4794.767864		71.09466595		0.288174512		0.002620851		101.0480802		
	11.11499915	5.251231527	3.034482759	16.46149602			24.37974556		0.513212492		0.267538644		0.515443058		0.697531127		
	11.60488	5.39408867	3.098522167	16.41074964			23.2068495		0.507825623		0.270301624		0.541494037		0.694333253		
	11.51721711	5.256157635	3	17.03391479			25.19308702		0.530787772		0.27326969		0.498802334		0.730395212		
	11.51772671	5.251231527	3	17.04994845			25.23942003		0.531807618		0.272835821		0.497886663		0.731112734		
	36.61943993	10.4679803	5.21182266	32.99351322			29.72661288		0.425496531		0.335218347		0.42273133		0.671211164		
	51.94917372	12.66995074	6.36453202	48.09004219			44.51759271		0.412039556		0.33126294		0.282278754		0.644224508		
	43.05603145	11.25615764	5.472906404	34.4765018			27.60656606		0.432676974		0.345700824		0.455194992		0.698917332		
	40.47592759	10.75862069	5.753694581	39.76060639			39.05792689		0.445239552		0.303102625		0.321736754		0.653873007		
	36.3225145	10.23152709	5.172413793	33.18647664			30.32120013		0.44177904		0.328429805		0.414441729		0.686344545		
	8.934334733	0.02955665	0.014778325	2919.057728			953724.9585		13021.52693		0.333333333		1.31761E-05		20454.16667		
	46.10383654	11.3546798	5.926108374	36.5086395			28.91040873		0.455299739		0.314139111		0.434665962		0.685160923		
	34.44046203	10.11330049	4.916256158	44.96666379			58.71003851		0.428739271		0.345788266		0.21404126		0.692694205		
	48.8689728	12.05418719	5.97044335	37.9779352			29.51409616		0.428220512		0.337523914		0.425775214		0.679029586		
	42.61322769	10.83251232	5.571428571	35.13675564			28.97202732		0.46237694		0.320720721		0.433741501		0.706071484		
	47.89702492	11.8817734	5.876847291	37.78951262			29.8149471		0.431972526		0.33814147		0.421478883		0.685934848		
	33.89346987	9.719211823	4.990147783	31.41601303			29.11964689		0.45683993		0.321500335		0.431542685		0.69883006		
	48.7231066	12.15270936	6.054187192	39.88274402			32.64638447		0.420047947		0.33495671		0.384923808		0.662225675		
	39.35619646	11.18719212	5.034482759	35.21504309			31.5096318		0.400387994		0.379289402		0.398810456		0.698774689		
	3715.480126	13.24137931	6.344827586	2872.253639			2220.397011		26.98103518		0.352112676		0.005659515		44.22439405		
	0.000145599	0.009852217	0.019704433	0.047570711			15.54247233		1.909859317		-0.333333333		0.808518127		0.75		
	2537.598534	10.20197044	5.142857143	2883.102795			3275.648853		31.04308767		0.329695024		0.0038363		48.36535647		
	37.27349608	10.4679803	4.995073892	32.18165005			27.78538932		0.433096282		0.353934374		0.452265414		0.712845342		
	8.934310466	0.019704433	0.019704433	2919.053648			953724.8823		29298.35601		0		1.31761E-05		23010.875		
	0.000145599	0.019704433	0.009852217	0.047570711			15.54247233		0.477464829		0.333333333		0.808518127		0.75		
	46.20050232	11.42364532	5.857142857	37.4431148			30.34570568		0.450762101		0.322120867		0.414107049		0.690488055		
	40.66967167	10.50738916	5.561576355	35.04779567			30.20304641		0.469019771		0.307786634		0.416063017		0.695949849		
	55.26473586	13.40394089	5.980295567	42.74065743			33.05478202		0.391645562		0.382973316		0.380168007		0.689434395		
	35.22171128	10.57142857	4.753694581	31.49549575			28.16348828		0.401285264		0.379620701		0.446193685		0.700882954		
	40.8479337	10.8817734	5.379310345	34.1822507			28.60429298		0.439218734		0.338382308		0.439317645		0.697820645		
	54.38091194	12.74876847	6.197044335	42.97453561			33.96064254		0.426010336		0.345813833		0.370027469		0.688325167		
	42.61092237	11.36453202	5.586206897	34.94565249			28.6592864		0.420076068		0.340889276		0.438474651		0.67120064		
	37.26944357	10.55665025	5.108374384	33.5835359			30.26216051		0.425805004		0.347798742		0.41525028		0.691105035		
	49.46773763	12.21182266	5.955665025	37.91400562			29.05877428		0.422348727		0.344360087		0.432446685		0.680160328		
	50.7227062	12.45320197	6.162561576	58.44940961			67.35313904		0.416438115		0.337920085		0.186574387		0.660937073		
	39.3754641	10.65024631	5.216748768	33.57554395			28.62993941		0.441994129		0.342440236		0.438924108		0.708706004		
	56.52562547	12.78325123	6.497536946	41.02304072			29.77215831		0.440425896		0.326009198		0.422084636		0.680542567		
	33.8282778	10	4.793103448	28.16250505			23.44567155		0.43071501		0.351981352		0.535978276		0.705769825		
	48.45212211	11.94581281	5.778325123	37.02949158			28.29975628		0.432306247		0.347971095		0.444045189		0.701932133		
	39.61736514	10.60591133	5.384236453	33.81529295			28.8629502		0.448435229		0.326555761		0.435380671		0.693766735		
	45.43420127	11.25615764	5.699507389	34.6989721			26.50027141		0.456575584		0.327716444		0.474197808		0.708199164		
	50.61175957	11.86206897	6	42.71736717			36.05433744		0.457973834		0.328185328		0.348539774		0.711114839		
	48.45143051	12.3546798	5.689655172	37.17532963			28.52351557		0.404160377		0.369369369		0.440561774		0.689269662		
	48.03465262	12.17241379	5.921182266	35.90869424			26.84383568		0.412773072		0.345494146		0.468128727		0.666452984		
	40.85930258	10.80295567	5.54679803	32.82067897			26.36356717		0.445775176		0.321482374		0.476656688		0.681876939		
	45.37875221	11.5320197	5.581280788	46.93449694			48.54357812		0.43446212		0.347725964		0.258867828		0.705039261		
	51.65672547	12.90640394	5.876847291	39.52768925			30.24655944		0.394844856		0.374246001		0.415464464		0.681047203		
	34.4537601	10.29064039	4.866995074	34.85892775			35.26886007		0.414249449		0.357816055		0.356302148		0.687912683		
	50.32352156	11.88669951	5.950738916	36.61235292			26.63693527		0.453480457		0.332781		0.471764882		0.711440926		
	48.35848965	12.2955665	5.773399015	45.03971023			41.94869427		0.407273132		0.360959651		0.299565239		0.68122819		
	42.90699847	11.09852217	5.54679803	37.91648111			33.50641134		0.443514625		0.33353063		0.375043764		0.696980501		
	35.66546143	9.768472906	5.172413793	29.39225682			24.22244733		0.475887846		0.307616222		0.518790296		0.705875177		
	36.03780728	10.24630542	5.187192118	37.10863453			38.21128033		0.437052776		0.32780083		0.328865469		0.678045328		
	47.53542915	12.07881773	5.600985222	36.78084538			28.45941671		0.414838143		0.366397325		0.441554047		0.702633034		
	53.15125337	12.74876847	6.068965517	38.85573751			28.40513142		0.416377411		0.354973822		0.442397904		0.686958665		
	50.35618433	12.22167488	5.896551724	38.72876902			29.7861637		0.429241279		0.349102773		0.421886173		0.698753467		
	37.50370065	10.62068966	5.009852217	30.77134752			25.24753055		0.423329764		0.358966278		0.497726722		0.704849652		
	39.27144556	11.09359606	5.384236453	33.99712393			29.43116605		0.406295778		0.346487294		0.426974949		0.657476774		
	33.7096508	9.768472906	4.886699507	31.05392132			28.60741675		0.449791268		0.333109244		0.439269673		0.706174357		
	42.9540513	10.96059113	5.773399015	37.98493696			33.59067171		0.455246164		0.309979394		0.374102987		0.678794915		
	37.98556141	10.70935961	5.103448276	32.10040658			27.12704681		0.42169812		0.354517134		0.46324138		0.695010443		
	34.18282414	9.60591133	4.901477833	29.17731856			24.90478595		0.471672887		0.324278438		0.504576536		0.726009535		
	44.98263729	11.64039409	5.581280788	37.49213562			31.2489511		0.422687754		0.351830664		0.402137357		0.692378157		
	53.48213982	12.32512315	6.197044335	39.03929404			28.49673712		0.448266577		0.330851064		0.440975771		0.70021741		
	3330.388422	12.0591133	5.45320197	2847.297762			2434.281986		29.15910942		0.37721519		0.005162249		50.64399178		
	39.60762212	10.92118227	5.068965517	32.00022922			25.85398001		0.422814213		0.365988909		0.486051688		0.715467281		
	45.45697542	11.48275862	5.729064039	37.37233877			30.72557496		0.438953163		0.33428735		0.408987322		0.690988188		
	53.35123395	13.32512315	6.162561576	40.91120065			31.37183931		0.382571069		0.367542973		0.400562125		0.649698651		
	42.32105851	11.45812808	5.482758621	34.30757858			27.81144871		0.410430187		0.352718814		0.451841641		0.673664594		
	47.6510835	12.25615764	5.694581281	37.66853508			29.77725648		0.403900344		0.365532382		0.422012371		0.682742041		
	41.1382465	10.72906404	5.512315271	32.49106474			25.66150427		0.455021816		0.321201092		0.489697349		0.695584491		
	34.41637749	10.12807882	4.975369458	29.8523756			25.89361211		0.427190052		0.341161122		0.485307749		0.682987489		
	51.4598874	12.13793103	6.054187192	37.35951596			27.12274557		0.444723029		0.334416464		0.463314843		0.700274514		
	49.44364095	12.50738916	5.773399015	38.29853209			29.66564623		0.402427116		0.368364322		0.423600097		0.684718729		
	14.29233905	6.733990148	3.142857143	21.0525295			31.0102494		0.401299368		0.363591022		0.405232814		0.675314684		
	14.43296367	6.586206897	3.187192118	19.16800516			25.45647798		0.42363799		0.347782258		0.493641368		0.687562064		
	15.89645466	6.881773399	3.374384236	23.74213492			35.46004329		0.427375535		0.341978866		0.354381141		0.684550314		
	13.12048339	6.561576355	3.098522167	20.66730285			32.55500537		0.388010591		0.358490566		0.386004256		0.645337707		
	14.44637094	6.78817734	3.236453202	21.26062133			31.28910515		0.399174253		0.354299754		0.401621285		0.657561308		
	15.15858186	6.84729064	3.231527094	20.71813418			28.31670454		0.411652889		0.358748778		0.443779416		0.685065362		
	14.21912689	6.536945813	3.123152709	20.01512591			28.17368945		0.42367543		0.353391127		0.446032126		0.696473866		
	14.31837705	6.487684729	3.270935961	21.98745014			33.76415929		0.433136157		0.329631499		0.372180764		0.674733101		
	13.36546628	6.118226601	3.15270936	18.49190816			25.58464181		0.454614326		0.319872476		0.491168518		0.692906476		
	15.69311315	6.921182266	3.270935961	21.58248387			29.68203984		0.417117732		0.358144031		0.423366139		0.693197166		
	16.38405445	7.088669951	3.320197044	21.24103703			27.53785122		0.415147082		0.362044487		0.456330834		0.696133876		
	11.28242617	5.871921182	2.684729064	18.00243781			28.72500668		0.416631578		0.37248129		0.43747146		0.715684841		
	13.60858065	6.231527094	3.147783251	18.61529083			25.46401138		0.44620453		0.328781513		0.493495327		0.693766817		
	13.763292	6.408866995	3.157635468	22.05510025			35.34237645		0.426648207		0.339855819		0.355560997		0.680109864		
	14.1321556	6.694581281	3.108374384	23.10792228			37.78447444		0.401487188		0.365829146		0.332580267		0.679128053		
	14.60606906	6.630541872	3.172413793	20.77815273			29.55837256		0.423004926		0.352763819		0.425137432		0.694375675		
	12.63145187	6.172413793	3.02955665	19.31249261			29.52727643		0.422136907		0.341541756		0.425585158		0.675490368		
	14.98638647	6.743842365	3.290640394	21.37567226			30.4889618		0.419558212		0.34413353		0.412161316		0.675319194		
	15.06086049	7.064039409	3.118226601	22.04405276			32.26510612		0.384285217		0.387518142		0.389472471		0.683736871		
	0.001019195	0.044334975	0.039408867	0.152564349			22.83751802		0.660198282		0.058823529		0.550251153		0.583333333		
	0.00919702	0.206896552	0.275862069	0.763521918			63.38637026		0.273558836		-0.142857143		0.198250358		0.161139456		
	13.29730156	6.42364532	3.0591133	21.69464915			35.39498594		0.410308515		0.354805195		0.355032508		0.67668477		
	13.39589653	6.645320197	3.044334975	20.6402217			31.80218292		0.386233624		0.371631927		0.395141763		0.662160752		
	16.82462569	7.128078818	3.477832512	21.25744566			26.85819015		0.42160965		0.344170924		0.467878533		0.678678755		
	14.71469825	6.625615764	3.162561576	21.02990424			30.05544965		0.426784842		0.353799698		0.418106226		0.702240906		
	15.56311728	6.9408867	3.369458128	22.03918672			31.21005531		0.411317132		0.346392738		0.402638524		0.665459411		
	0.000206266	0.019704433	0.014778325	0.05453728			14.41982853		0.676408508		0.142857143		0.871464636		0.708333333		
	13.44769347	6.84729064	2.990147783	20.62748383			31.64059996		0.365191277		0.392088132		0.397159682		0.656804902		
	14.69814846	6.960591133	3.103448276	23.3933963			37.23264817		0.38626068		0.383259912		0.33750945		0.680412047		
	0.000752263	0.039408867	0.039408867	0.132859915			23.46487919		0.616725404		0		0.53553954		0.484375		
	9.386080711	5.266009852	2.591133005	16.19338564			27.93772466		0.430954151		0.340438871		0.449799358		0.687880362		
	11.61514475	6.019704433	2.812807882	19.07586952			31.32882162		0.40811674		0.363078639		0.401112138		0.685976737		
	10.58084399	5.916256158	2.655172414	18.76558476			33.28157675		0.384889879		0.38045977		0.377577382		0.673566709		
	11.49172511	6.0591133	2.886699507	17.86800765			27.78222542		0.398544849		0.354625551		0.452316919		0.657013929		
	14.10346041	6.798029557	3.024630542	20.06710275			28.55246877		0.388570392		0.384152457		0.440115029		0.685915003		
	12.79624597	6.137931034	3.073891626	19.54708555			29.85942554		0.432462734		0.332620321		0.420851051		0.678222234		
	12.32181077	6.177339901	2.857142857	19.68950766			31.46264126		0.411132355		0.367502726		0.399406093		0.698137684		
	13.24101531	6.295566502	3.073891626	19.38866496			28.39059696		0.425365022		0.34384858		0.442624388		0.684223396		
	14.5325657	6.822660099	3.280788177	21.76262447			32.58969088		0.397507148		0.350560702		0.385593428		0.649247623		
	12.88172487	6.428571429	2.926108374	21.97974821			37.50346606		0.396876323		0.374407583		0.335072246		0.684808494		
	11.12241258	6.123152709	2.655172414	18.50560104			30.78983694		0.377710396		0.395061728		0.408133718		0.684118261		
	11.06407581	5.793103448	2.812807882	19.37901782			33.94285598		0.419761588		0.346307956		0.370221369		0.678990642		
	10.7175617	5.950738916	2.699507389	18.80644374			33.00026032		0.385357946		0.375854214		0.380796106		0.667176246		
	10.55857944	5.812807882	2.645320197	18.08550635			30.97817676		0.39787227		0.37449039		0.405652363		0.686659249		
	11.84105414	6.103448276	2.866995074	20.2846864			34.7493135		0.404715603		0.360790774		0.36162932		0.676687496		
	9.94860346	5.630541872	2.694581281	18.90030494			35.90670069		0.399550662		0.352662722		0.349972857		0.655723336		
	12.58675289	6.63546798	2.798029557	19.20633889			29.30727699		0.363982672		0.406788512		0.428779877		0.677937801		
	11.17538644	5.837438424	2.798029557	19.77199616			34.9815046		0.417568802		0.351968055		0.359228991		0.684207672		
	12.01576112	6.349753695	2.812807882	19.43066945			31.4213067		0.379443961		0.386021505		0.399931509		0.672750975		
	10.84371133	5.842364532	2.876847291	17.67929505			28.82384675		0.404492771		0.340112994		0.435971323		0.645167508		
	37.0662598	10.14285714	4.960591133	29.79983329			23.9579086		0.45874175		0.343118069		0.524518681		0.736690423		
	32.39692786	10.05418719	4.674876847	28.67128426			25.37408931		0.408056231		0.365217391		0.495244202		0.689265732		
	37.95413623	10.96551724	5.004926108	31.59425215			26.30007867		0.401893504		0.373226403		0.477807339		0.691563908		
	33.21520784	9.783251232	4.832512315	30.21159624			27.47959765		0.441855922		0.338725986		0.457298203		0.70255576		
	49.4807081	11.9408867	5.842364532	34.93408929			24.66396786		0.441847976		0.342936288		0.509503203		0.709268508		
	33.74270184	10.85714286	4.640394089	33.6597374			33.57697694		0.364467551		0.40114431		0.374255569		0.669744934		
	33.97883957	10.01970443	4.862068966	30.54619664			27.46032946		0.430932095		0.346573982		0.457619077		0.697481218		
	31.854425	9.9408867	4.63546798	30.42178859			29.05358427		0.410421063		0.363974316		0.432523936		0.691275334		
	31.10580213	9.837438424	4.620689655	30.63515661			30.17163219		0.409248852		0.360817717		0.416496215		0.684309513		
	30.99428523	9.901477833	4.596059113	31.28420765			31.57684201		0.402523931		0.365953109		0.397961601		0.681076664		
	34.91124512	10.47783251	4.763546798	31.74692205			28.86941031		0.404885807		0.374919198		0.435283245		0.699460913		
	32.49706375	9.995073892	4.581280788	28.34670596			24.72641052		0.414173419		0.37140926		0.508216533		0.709694113		
	32.62898881	9.901477833	4.812807882	32.64903999			32.66910349		0.423753887		0.345831938		0.384656121		0.684707476		
	30.1774127	9.438423645	4.463054187	26.69412917			23.61291007		0.431313635		0.357902197		0.532182208		0.71639142		
	31.16034119	9.645320197	4.615763547	27.65113021			24.53711907		0.426460708		0.352677029		0.512137166		0.699909683		
	34.67129753	10.14778325	4.876847291	32.18298003			29.87324609		0.428684567		0.350819672		0.420656348		0.70058326		
	34.85943605	9.906403941	5.004926108	31.93906516			29.26335015		0.452270655		0.328708292		0.429423513		0.703083092		
	33.10314494	9.995073892	4.743842365	29.44131283			26.1845484		0.421897893		0.356283422		0.479915499		0.69815684		
	30.75083113	10.0591133	4.660098522	31.09395999			31.4409176		0.386943519		0.366800535		0.399682057		0.655997312		
	33.50805649	9.866995074	4.837438424	28.48873853			24.2212861		0.438217316		0.342043551		0.518815168		0.702019018		
	33.19396248	10.28078818	4.596059113	33.37373309			33.55447729		0.399867765		0.382119205		0.374506523		0.702501218		
	34.16554636	9.862068966	4.886699507	29.67348003			25.77202799		0.447262429		0.337341349		0.487597275		0.708932197		
	8.586752894	4.881773399	2.389162562	15.93154166			29.5587893		0.458758211		0.342818428		0.425131439		0.736216672		
	7.835594166	5.18226601	2.231527094	15.09056717			29.06291631		0.371486169		0.398006645		0.432385053		0.677563602		
	6.781152175	4.551724138	2.187192118	12.80819844			24.1920463		0.416736694		0.350877193		0.519442236		0.68114665		
	7.983826349	5.083743842	2.256157635	14.40268731			25.98220362		0.393327111		0.385234899		0.483652996		0.69607812		
	7.416244024	4.906403941	2.177339901	14.43046865			28.07869114		0.392254134		0.385257302		0.447541182		0.694215777		
	8.071198039	5.142857143	2.251231527	14.94348409			27.66723301		0.3885431		0.391072618		0.454196869		0.697129371		
	7.688441845	5.113300493	2.157635468	15.57822702			31.56441343		0.374408605		0.406504065		0.3981183		0.696881516		
	7.309895897	4.748768473	2.231527094	13.89812373			26.42415789		0.412723615		0.36062103		0.475563712		0.689807691		
	7.900495037	4.901477833	2.226600985	14.42548247			26.33943108		0.418707112		0.375259157		0.477093472		0.723910482		
	7.667038754	5.068965517	2.261083744	15.71277731			32.20165941		0.379926077		0.383064516		0.390239846		0.668946944		
	8.030381713	5.295566502	2.266009852	15.49532836			29.8996		0.364604022		0.400651466		0.420285576		0.669209302		
	7.666917421	4.694581281	2.389162562	14.73769787			28.3294741		0.442932124		0.325452017		0.443579382		0.683562489		
